id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,-0.260647805,-0.46964845,2.4962660826315637,-0.083723913,0.1296812361545678,0.7328982498449426,0.5190136179018007,-0.130006048,0.7271592691096374,0.6377345411881967,-0.98702001,0.2934381004820159,-0.941386125,0.5490198936308889,1.8048785784684263,0.2155979938725388,0.5123066605849524,0.3336437173298195,0.12427015635408474,0.091201899,-0.11055168,0.21760614382950005,-0.134794495,0.1659591154312752,0.1262799761446219,-0.434823981,-0.081230109,-0.151045486,17982.1,0
1,0.9850997342386376,-0.356045093,0.5580563509382045,-0.429653903,0.2771402629466986,0.4286045153379263,0.4064660422512956,-0.133118274,0.3474518951767279,0.5298079844330024,0.14010733071951936,1.564245768,0.5740740122153044,0.6277187366771656,0.7061213272690174,0.7891883649573925,0.40380988162701126,0.20179937246690233,-0.340687099,-0.233984156,-0.194935964,-0.605760906,0.079469076,-0.577394874,0.1900897076741061,0.2965027040269081,-0.248052059,-0.064511923,6531.37,0
2,-0.260271613,-0.949384607,1.7285377761514877,-0.457986289,0.074061654,1.4194811432767418,0.7435110747693963,-0.095576013,-0.261296619,0.6907077998548777,-0.272984925,0.6592006642046833,0.8051731885973652,0.6168743863580851,3.0690247739919467,-0.577513522,0.8865259684145712,0.239441661,-2.366078928,0.3616523101955929,-0.005020278,0.7029063846645285,0.9450454906841043,-1.154665629,-0.605563661,-0.312894548,-0.300258035,-0.244718229,2513.54,0
3,-0.152152102,-0.508958708,1.746840058804548,-1.090177942,0.2494857726542817,1.1433122633143087,0.5182685727677246,-0.065129917,-0.205697605,0.5752307097017012,-0.75258096,0.7374829573995879,0.5929936683157765,0.559534989,-0.697663715,-0.030668984,0.24262916568901816,2.1786159998246157,-1.34506023,-0.378223348,-0.146927137,-0.038212458,-0.21404819,-1.893131105,1.0039631060422864,-0.515950259,-0.16531649,0.048423625556267516,5384.44,0
4,-0.206819521,-0.165280204,1.5270526784614766,-0.448292663,0.10612511416543663,0.5305488615008258,0.658849134,-0.212660011,1.0499208392737625,0.9680461083540552,-1.203171107,1.0295774241594398,1.439310226262037,0.24145399906423046,0.1530078543748829,0.22453812914300111,0.3664661955649724,0.2917815527861102,0.44531670875705803,0.24723701340838045,-0.106984018,0.729727387,-0.161665704,0.31256100953490806,-0.414116194,1.071125586437274,0.023711598569375818,0.419117267,14278.97,0
5,0.025302292,-0.140513811,1.1911377729432047,-0.707978812,0.4304903210757426,0.45897319169566103,0.611049587,-0.092628606,0.18081135681886482,0.45178842019701815,0.036071305,0.8772388982929232,-0.289721143,0.6309924516919941,0.5602008596535647,0.7411315507055352,0.42176631893290545,0.3625038888856569,-0.242748847,-0.076400297,-0.187739355,-0.538518113,-0.050464986,-0.631553062,-0.456479962,0.2526698696704796,0.06668093,0.095811507,6901.49,0
6,1.0164817337746619,-0.397180539,0.4978676895018615,-0.144462794,0.3310218239728978,0.6292427694008561,0.4312624487933091,-0.134007452,0.7961590291922901,0.557014661,-1.735015952,0.5234247658240413,-0.693621723,0.7965671281425528,0.011267593583800287,0.2282700338156174,0.44158385868705896,-0.03292759,-0.253447374,-0.390342618,-0.171137288,-0.287017061,-0.17819669,-1.29759715,1.1825028840206888,-0.604227947,-0.198163307,-0.087619339,18954.45,0
7,-0.051306085,-0.007194479,1.1399408997130955,-0.877879902,0.6846677833552468,0.7143261109667721,0.8926151159502262,-0.908409142,0.9019383336771785,1.258025377509123,-1.039421346,0.822748561,1.8535209771973986,0.17663708036544112,0.7695139017543864,0.4204033503057252,0.11241920589459223,0.10115550746858858,0.058924621,-0.324757932,0.6206762489642831,-0.920425716,0.034660375591898794,-1.091526763,-0.742074798,-0.104862684,-1.382521765,-2.748267826,12298.23,0
8,-0.13068043,-0.349546897,0.4257863396969593,-0.760444058,1.7027774311082158,2.3248160166720564,0.5689684197676761,0.049099674946254994,0.27311771829671927,0.4375179115384857,-1.107171842,0.5484851685885477,-0.216077532,0.7426163890127919,-0.394408337,0.3459128845334024,0.29157980849423654,0.3970626050176964,0.2593451040527162,-0.109163816,-0.132787374,-0.284700419,-0.227778825,2.248754184052017,0.5348460273987021,-0.92973825,-0.224384854,0.24378980775573642,22052.9,0
9,0.058419399176971705,-0.093506892,1.1172701407774646,-0.735171762,0.4661111695196928,0.33237139432169915,0.6834247268770631,-0.136674273,0.096409445,0.45346863025716205,-0.096411674,1.3169024023859224,1.097693277260692,0.4913844677341842,0.12445143176301239,1.018495752,0.2804037306449175,0.6680907312518722,0.16329359284270006,0.043428301,-0.203634353,-0.601580958,-0.145082252,-0.654782673,-0.196620797,0.22681825386862134,0.057119077,0.10062926707495061,210.35,0
10,1.2060142158924958,-0.883519267,1.021299305,-1.410046825,-0.341590727,0.1014909279396428,0.036318183,-0.141480335,-0.348832472,1.4994374972141786,-0.020663274,0.2703697345984187,-0.449711041,0.6520475854885728,0.2175534896827645,0.48516945574475534,0.5287767543876373,0.9963381238102811,-0.407218557,-0.566847649,-0.106932275,0.2521509423101384,0.004349589,1.0659332566110677,0.33009979963702046,-0.289690733,-0.188490496,-0.060815003,4741.71,0
11,0.40931350391755095,-0.24506303,0.1525664741345738,-0.671316186,1.874090789882146,2.139538755409162,0.6087362510908947,-0.026861674,0.1858193549182074,0.7389740270929858,-0.774818309,0.4306763164326141,-0.015288919,0.9193637618369809,1.0802676826496083,0.39002573194029594,0.2106138290011938,0.5752222089443728,0.36932903112077203,-0.034850042,-0.083221922,0.18002085202783996,-0.014540229,2.212669963481749,-1.28026144,-1.216545822,-0.188928824,-0.231607762,14574.34,0
12,1.033525323308698,-0.901634474,0.6769795185102477,-1.319313114,-0.2159996,0.024725469790963853,0.22296478273322612,-0.203209681,-0.501905349,1.304234288387916,-0.475219251,0.4743266096000483,1.2978993481653354,0.5461191158820188,0.8194107732540326,0.064728758,0.7796302982401282,-0.14742382,-0.82558498,-0.2687627,-0.197417102,-0.472722068,0.062429736,0.832732304,0.18010165,-0.853823466,-0.207514113,0.002435652,21696.89,0
13,0.886031292,-0.349039462,0.9609310083780703,0.33300116631385535,0.1863789130909418,0.664915858,0.4005422307885046,-0.126042237,0.3665886184288149,0.81328271,-1.162663778,0.8478877535014916,0.065365556,0.610802131,-0.721222656,0.3513596206898721,0.48262755727292783,-0.208334487,-1.106389229,-0.321072643,-0.118027104,0.025737568,-0.095726959,0.24010701525614436,0.8331197623833277,0.24865986702387433,-0.213189512,-0.048630409,12157.97,0
